26,25
[floor1]
-1,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1
0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0
0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,0,0,-1,0,-1,-1
0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0
0,-1,0,0,-1,0,0,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,0,0,-1,0,0,0
K4,-1,0,0,0,-1,0,0,-1,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0
0,-1,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,-1,-1,-1,0
0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0
0,-1,0,-1,0,-1,0,0,-1,0,0,-1,-1,0,0,-1,-1,D1,-1,-1,0,0,0,0,0
0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,0
0,-1,0,0,-1,0,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0
0,-1,0,K1,-1,0,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,0,-1,0
0,-1,0,-1,-1,0,-1,0,-1,-1,0,0,-1,-1,0,-1,0,0,0,-1,0,0,0,-1,0
0,D4,0,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0
0,-1,0,0,-1,0,-1,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0
0,-1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0
0,-1,-1,0,-1,0,-1,0,-1,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0
0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0
0,-1,0,-1,-1,-1,-1,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0
0,-1,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0
0,-1,0,0,-1,-1,0,0,0,-1,0,-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,0
